,date,USD,EUR,JPY,CAD,HKD,KRW,AUD,RUB,NZD,GBP,INR,CHF
0,2010-01-01,1.1844,1.0000,125.7161,1.5609,9.1792,1390.4351,1.6261,35.7576,1.7710,0.9246,87.0966,1.0764
1,2010-02-01,1.3913,1.0000,125.6000,1.4868,10.8066,1627.1000,1.5748,42.2510,1.9774,0.8748,64.5220,1.4725
2,2010-03-01,1.3525,1.0000,120.6700,1.4266,10.5007,1562.2400,1.5105,40.5471,1.9442,0.9067,62.4110,1.4644
3,2010-04-01,1.3468,1.0000,126.2800,1.3622,10.4604,1517.0400,1.4685,39.5985,1.9129,0.8849,60.2020,1.4179
4,2010-05-01,1.3245,1.0000,125.1090,1.3285,10.2651,1469.5594,1.4218,38.7526,1.8197,0.8617,58.7881,1.4271
5,2010-06-01,1.2155,1.0000,110.6500,1.2766,9.4720,1478.2900,1.4595,38.0290,1.8056,0.8347,57.3170,1.4183
6,2010-07-01,1.2328,1.0000,108.1400,1.3124,9.6059,1514.7100,1.4753,38.5810,1.8062,0.8222,57.4820,1.3178
7,2010-08-01,1.3086,1.0000,112.9974,1.3556,10.1599,1548.6807,1.4564,39.4489,1.8149,0.8385,60.7835,1.3611
8,2010-09-01,1.2800,1.0000,107.5400,1.3560,9.9542,1516.7300,1.4141,39.3572,1.8112,0.8310,59.9230,1.2967
9,2010-10-01,1.3726,1.0000,114.2600,1.4085,10.6511,1546.1000,1.4114,41.8000,1.8550,0.8676,61.0810,1.3423
10,2010-11-01,1.3926,1.0000,111.9400,1.4160,10.7957,1556.6600,1.4094,42.8993,1.8130,0.8668,61.8871,1.3756
11,2010-12-01,1.3115,1.0000,110.3700,1.3360,10.1864,1508.7800,1.3615,41.2445,1.7589,0.8393,59.4664,1.3178
12,2011-01-01,1.3250,1.0000,107.7665,1.3226,10.2697,1483.1849,1.3018,40.4839,1.7131,0.8559,59.3951,1.2415
13,2011-02-01,1.3755,1.0000,112.1900,1.3717,10.7180,1529.7700,1.3647,40.7470,1.7671,0.8536,62.9570,1.2954
14,2011-03-01,1.3825,1.0000,113.3900,1.3408,10.7668,1550.2500,1.3572,39.6750,1.8397,0.8494,62.1430,1.2849
15,2011-04-01,1.4141,1.0000,118.5600,1.3686,11.0020,1544.2700,1.3649,40.1500,1.8518,0.8815,62.9800,1.3059
16,2011-05-01,1.4817,1.0000,157.2794,1.9528,11.4838,1588.0209,2.0343,40.8038,2.2156,1.1568,108.9638,1.3466
17,2011-06-01,1.4408,1.0000,117.1100,1.3948,11.2057,1548.5000,1.3410,40.2340,1.7502,0.8770,64.6124,1.2182
18,2011-07-01,1.4488,1.0000,116.9200,1.3964,11.2750,1545.0600,1.3523,40.3909,1.7552,0.9050,64.5950,1.2267
19,2011-08-01,1.4415,1.0000,110.8400,1.3713,11.2310,1511.3900,1.3041,39.7390,1.6348,0.8796,63.5340,1.1270
20,2011-09-01,1.4285,1.0000,110.0800,1.3954,11.1209,1519.3100,1.3349,41.4130,1.6793,0.8812,65.8360,1.1417
21,2011-10-01,1.3615,1.0000,104.6542,1.4191,10.6079,1609.1548,1.3975,43.5339,1.7815,0.8726,66.7569,1.2263
22,2011-11-01,1.3627,1.0000,106.5800,1.3855,10.5920,1529.3300,1.3237,42.1400,1.7152,0.8552,67.1540,1.2174
23,2011-12-01,1.3492,1.0000,104.8400,1.3736,10.4868,1518.0100,1.3182,41.4650,1.7347,0.8591,69.3080,1.2264
24,2012-01-01,1.2867,1.0000,99.7484,1.3126,9.9996,1487.9865,1.2671,41.4682,1.6655,0.8335,68.4161,1.2100
25,2012-02-01,1.3175,1.0000,100.2900,1.3161,10.2176,1480.8000,1.2312,39.7920,1.5839,0.8312,64.7750,1.2048
26,2012-03-01,1.3312,1.0000,107.9500,1.3120,10.3245,1488.9000,1.2353,39.0330,1.5909,0.8349,65.5950,1.2052
27,2012-04-01,1.3343,1.0000,109.4931,1.3284,10.3656,1511.5289,1.2820,39.1319,1.6299,0.8334,67.8410,1.2043
28,2012-05-01,1.3211,1.0000,105.8267,1.2982,10.2533,1490.7508,1.2681,38.7018,1.6181,0.8128,69.5992,1.2015
29,2012-06-01,1.2322,1.0000,96.2500,1.2794,9.5629,1454.8900,1.2772,41.7546,1.6422,0.8050,68.5190,1.2008
30,2012-07-01,1.2427,1.0000,98.7471,1.2732,9.6338,1422.7711,1.2213,41.1556,1.5502,0.7956,69.4565,1.1865
31,2012-08-01,1.2298,1.0000,96.2000,1.2320,9.5359,1386.3400,1.1691,39.7770,1.5145,0.7875,68.2220,1.2013
32,2012-09-01,1.2557,1.0000,98.5399,1.2434,9.7353,1424.4060,1.2149,40.4489,1.5634,0.7919,69.8853,1.1958
33,2012-10-01,1.2877,1.0000,100.4200,1.2667,9.9850,1435.4900,1.2431,40.2230,1.5533,0.7983,67.4870,1.2095
34,2012-11-01,1.2975,1.0000,103.8200,1.2969,10.0557,1416.0700,1.2491,40.6714,1.5685,0.8032,69.6820,1.2072
35,2012-12-01,1.2986,1.0000,107.3857,1.2893,10.0679,1405.2052,1.2459,40.1627,1.5819,0.8093,70.8112,1.2022
36,2013-01-01,1.3261,1.0000,114.1828,1.3203,10.2803,1411.1263,1.2776,40.4263,1.6027,0.8202,72.4946,1.2133
37,2013-02-01,1.3644,1.0000,125.7800,1.3637,10.5847,1493.9400,1.3132,40.9094,1.6191,0.8617,72.5830,1.2351
38,2013-03-01,1.3000,1.0000,120.5300,1.3437,10.0829,1415.5600,1.2741,39.9750,1.5759,0.8647,71.3880,1.2245
39,2013-04-01,1.2894,1.0000,121.6270,1.0439,10.0165,1432.8968,1.2384,39.6251,1.5415,0.8470,69.9852,1.2225
40,2013-05-01,1.3081,1.0000,127.4423,1.3223,10.1415,1441.0520,1.2658,40.7412,1.5266,0.8449,70.6406,1.2247
41,2013-06-01,1.2985,1.0000,130.5303,1.3444,10.0819,1466.8315,1.3562,41.0999,1.6356,0.8541,73.4012,1.2404
42,2013-07-01,1.3037,1.0000,129.9900,1.3714,10.1108,1480.2000,1.4190,43.0606,1.6774,0.8562,77.6280,1.2340
43,2013-08-01,1.3236,1.0000,130.6900,1.3630,10.2656,1486.4100,1.4733,43.7150,1.6662,0.8692,80.0030,1.2317
44,2013-09-01,1.3256,1.0000,109.3737,1.2176,10.2772,1471.6324,1.2234,44.0124,1.7158,0.8819,87.1070,1.2693
45,2013-10-01,1.3554,1.0000,132.6000,1.3962,10.5113,1456.5100,1.4388,43.6540,1.6363,0.8345,84.8790,1.2253
46,2013-11-01,1.3505,1.0000,132.9000,1.4082,10.4700,1434.2700,1.4265,43.6018,1.6343,0.8464,83.3645,1.2310
47,2013-12-01,1.3592,1.0000,148.2651,1.5816,10.5370,1438.4884,1.3054,45.0209,1.6728,0.8408,84.9864,1.2132
48,2014-01-01,1.3763,1.0000,144.6794,1.4651,10.6695,1452.7240,1.5431,45.0820,1.6756,0.8328,84.9930,1.2249
49,2014-02-01,1.3597,1.0000,139.4016,1.5210,10.5619,1469.7176,1.5526,47.8248,1.6683,0.8267,84.9645,1.2285
50,2014-03-01,1.3662,1.0000,139.0025,1.5206,10.5919,1456.9440,1.5244,49.3597,1.6244,0.8164,84.8152,1.2117
51,2014-04-01,1.3790,1.0000,142.5300,1.5241,10.6971,1460.0400,1.4929,48.4420,1.5903,0.8292,82.6950,1.2178
52,2014-05-01,1.3861,1.0000,142.1789,1.5203,10.7455,1431.8919,1.4958,49.3992,1.6095,0.8236,83.7458,1.2209
53,2014-06-01,1.3617,1.0000,136.3708,1.4908,10.5563,1389.8699,1.4757,47.2066,1.6019,0.8206,80.1806,1.2333
54,2014-07-01,1.3688,1.0000,138.9800,1.4587,10.6083,1384.5500,1.4479,46.8950,1.5624,0.7981,82.2307,1.2138
55,2014-08-01,1.3395,1.0000,137.9200,1.4635,10.3811,1389.2400,1.4431,47.9648,1.5801,0.7961,82.0250,1.2163
56,2014-09-01,1.3133,1.0000,136.9700,1.4266,10.1783,1330.2000,1.4059,48.9815,1.5660,0.7903,79.5006,1.2072
57,2014-10-01,1.2603,1.0000,138.5300,1.4139,9.7838,1342.3900,1.4496,49.9202,1.6171,0.7782,77.7857,1.2072
58,2014-11-01,1.2585,1.0000,140.3389,1.4102,9.7569,1344.2597,1.4274,53.0228,1.6006,0.7873,77.2695,1.2075
59,2014-12-01,1.2469,1.0000,147.6200,1.4213,9.6691,1381.4000,1.4681,65.2758,1.5838,0.7927,77.3564,1.2028
60,2015-01-01,1.2165,1.0000,145.4805,1.4108,9.4314,1324.3838,1.4847,68.7535,1.5520,0.7812,76.9098,1.2040
61,2015-02-01,1.1337,1.0000,132.9775,1.4429,8.7895,1244.1082,1.4654,79.9784,1.5615,0.7521,69.8734,1.0528
62,2015-03-01,1.1349,1.0000,134.9121,1.4176,8.7988,1248.3767,1.4438,68.6564,1.5005,0.7380,70.1126,1.0724
63,2015-04-01,1.0755,1.0000,129.2900,1.3632,8.3382,1187.6700,1.4153,62.4363,1.4472,0.7285,67.2161,1.0426
64,2015-05-01,1.0994,1.0000,130.7185,1.3222,8.5235,1181.4831,1.3849,56.7230,1.4445,0.7114,70.0783,1.0295
65,2015-06-01,1.0944,1.0000,135.7900,1.3673,8.4871,1217.1300,1.4341,58.2567,1.5372,0.7192,69.7123,1.0331
66,2015-07-01,1.1100,1.0000,136.6300,1.3902,8.6053,1246.8700,1.4458,61.5175,1.6415,0.7090,70.6016,1.0457
67,2015-08-01,1.0962,1.0000,136.1905,1.4290,8.4980,1285.7060,1.5072,65.3186,1.6730,0.7040,70.3405,1.0563
68,2015-09-01,1.1236,1.0000,134.8700,1.4856,8.7079,1321.4800,1.5956,72.9868,1.7749,0.7328,74.5056,1.0825
69,2015-10-01,1.1153,1.0000,133.5600,1.4799,8.6436,1314.3600,1.5777,73.0745,1.7332,0.7367,73.0661,1.0903
70,2015-11-01,1.0962,1.0000,132.5641,1.4488,8.4953,1252.0125,1.5453,70.5438,1.6354,0.7182,71.5856,1.0849
71,2015-12-01,1.0600,1.0000,130.5700,1.4118,8.2180,1229.0000,1.4540,70.7140,1.5935,0.7036,70.5123,1.0908
72,2017-01-01,1.0454,1.0000,121.8786,1.4136,8.1080,1262.6632,1.4488,63.0151,1.5034,0.8530,71.1956,1.0705
73,2017-02-01,1.0790,1.0000,122.2500,1.4097,8.3720,1247.8600,1.4225,64.8674,1.4817,0.8542,72.7540,1.0680
74,2017-03-01,1.0533,1.0000,119.8400,1.4044,8.1773,1204.9300,1.3752,61.4190,1.4793,0.8555,70.3960,1.0647
75,2017-04-01,1.0739,1.0000,119.3522,1.4317,8.3463,1199.9714,1.3992,60.4598,1.5309,0.8629,69.7210,1.0693
76,2017-05-01,1.0909,1.0000,121.8479,1.4902,8.4863,1239.7670,1.4483,62.0917,1.5793,0.8446,70.1271,1.0853
77,2017-06-01,1.1219,1.0000,124.5300,1.5155,8.7419,1258.4000,1.5182,63.5329,1.5870,0.8723,72.3235,1.0883
78,2017-07-01,1.1406,1.0000,128.3520,1.4841,8.9047,1301.6911,1.4867,67.3147,1.5639,0.8798,73.6659,1.0932
79,2017-08-01,1.1812,1.0000,130.5300,1.4737,9.2284,1325.5000,1.4813,71.1750,1.5813,0.8944,75.7145,1.1414
80,2017-09-01,1.1920,1.0000,131.2900,1.4830,9.3272,1335.3600,1.5021,68.8223,1.6638,0.9207,76.3275,1.1441
81,2017-10-01,1.1780,1.0000,132.7071,1.4697,9.1990,1353.5917,1.5058,68.4251,1.6361,0.8778,77.1905,1.1458
82,2017-11-01,1.1612,1.0000,132.6000,1.4986,9.0593,1291.5100,1.5136,67.5100,1.6866,0.8739,75.0130,1.1640
83,2017-12-01,1.1885,1.0000,133.7000,1.5301,9.2853,1287.4700,1.5693,69.6973,1.7349,0.8812,76.6550,1.1691
84,2018-01-01,1.1998,1.0000,135.3851,1.5136,9.3774,1284.5479,1.5418,69.1102,1.6944,0.8931,76.8851,1.1756
85,2018-02-01,1.2459,1.0000,136.6200,1.5348,9.7429,1334.4600,1.5567,70.1220,1.6944,0.8752,79.7660,1.1603
86,2018-03-01,1.2171,1.0000,129.9800,1.5654,9.5263,1323.4900,1.5746,69.1788,1.6866,0.8852,79.3245,1.1519
87,2018-04-01,1.2323,1.0000,131.3218,1.5907,9.6711,1313.4563,1.6060,70.9294,1.7117,0.8763,80.3138,1.1788
88,2018-05-01,1.2006,1.0000,131.6965,1.5448,9.4253,1287.3333,1.6023,76.1360,1.7138,0.8811,80.0415,1.1950
89,2018-06-01,1.1669,1.0000,127.7400,1.5142,9.1547,1254.1700,1.5494,72.5972,1.6737,0.8768,78.3140,1.1531
90,2018-07-01,1.1593,1.0000,127.7493,1.5402,9.0980,1302.9562,1.5770,73.0221,1.7118,0.8851,79.6756,1.1554
91,2018-08-01,1.1696,1.0000,130.8100,1.5231,9.1807,1307.4000,1.5767,73.4672,1.7187,0.8904,79.9705,1.1589
92,2018-09-01,1.1589,1.0000,128.3958,1.5098,9.0968,1299.5368,1.5876,78.3984,1.7347,0.8979,81.2640,1.1385
93,2018-10-01,1.1606,1.0000,132.2500,1.4867,9.0848,1290.1600,1.6070,76.1229,1.7572,0.8908,84.6215,1.1414
94,2018-11-01,1.1393,1.0000,128.5200,1.4904,8.9293,1285.7000,1.5857,74.8346,1.7190,0.8817,83.6800,1.1430
95,2018-12-01,1.1365,1.0000,128.8792,1.5113,8.8914,1272.2833,1.5542,75.6247,1.6570,0.8903,79.3888,1.1315
96,2019-01-01,1.1387,1.0000,126.2699,1.5492,8.9175,1275.8120,1.6159,79.0652,1.6968,0.9016,80.1166,1.1294
97,2019-02-01,1.1471,1.0000,124.9100,1.5075,9.0012,1281.3300,1.5789,75.1176,1.6567,0.8789,81.7710,1.1396
98,2019-03-01,1.1383,1.0000,127.3500,1.4971,8.9344,1282.1200,1.6000,74.9928,1.6656,0.8597,80.6950,1.1363
99,2019-04-01,1.1236,1.0000,124.6800,1.5006,8.8201,1275.2400,1.5775,73.7449,1.6458,0.8566,77.8885,1.1180
100,2019-05-01,1.1233,1.0000,124.9585,1.5070,8.8129,1305.8925,1.5966,72.7668,1.6904,0.8592,78.1234,1.1404
101,2019-06-01,1.1151,1.0000,121.2700,1.5115,8.7516,1325.9588,1.6136,72.9053,1.7101,0.8869,77.9310,1.1214
102,2019-07-01,1.1349,1.0000,122.9300,1.4866,8.8639,1318.2700,1.6226,71.4725,1.6941,0.8972,78.2360,1.1141
103,2019-08-01,1.1037,1.0000,120.1800,1.4602,8.6367,1313.6800,1.6135,70.5770,1.6856,0.9115,76.2720,1.0988
104,2019-09-01,1.1074,1.0000,117.6826,1.4713,8.6889,1347.1723,1.6425,73.8527,1.7461,0.9076,79.4856,1.0883
105,2019-10-01,1.0898,1.0000,118.0000,1.4466,8.5449,1310.5600,1.6274,71.0815,1.7528,0.8895,77.4920,1.0906
106,2019-11-01,1.1139,1.0000,120.4300,1.4682,8.7298,1300.0900,1.6151,71.0786,1.7326,0.8601,78.8160,1.1013
107,2019-12-01,1.1004,1.0000,120.4609,1.4624,8.6127,1297.3235,1.6252,70.5965,1.7129,0.8520,78.7851,1.0992
108,2020-01-01,1.1192,1.0000,122.1656,1.4631,8.7148,1293.9537,1.5995,69.2824,1.6650,0.8529,79.8164,1.0875
109,2020-02-01,1.1021,1.0000,119.9852,1.4575,8.5619,1306.1932,1.6383,69.6165,1.6942,0.8456,78.7918,1.0696
110,2020-03-01,1.0944,1.0000,120.3407,1.4602,8.5290,1332.0480,1.6650,71.9227,1.7321,0.8504,78.3116,1.0623
111,2020-04-01,1.0936,1.0000,117.5500,1.5601,8.4781,1346.4800,1.8053,86.4750,1.8547,0.8846,83.6004,1.0564
112,2020-05-01,1.0986,1.0000,117.3349,1.5453,8.5187,1344.9086,1.7090,82.9469,1.8135,0.8779,83.2149,1.0559
113,2020-06-01,1.1116,1.0000,119.7500,1.5228,8.6165,1364.4400,1.6488,77.4378,1.7824,0.8967,83.9380,1.0686
114,2020-07-01,1.1200,1.0000,120.3100,1.5217,8.6808,1347.8400,1.6268,79.6793,1.7362,0.9043,84.6220,1.0620
115,2020-08-01,1.1746,1.0000,123.4686,1.5763,9.1034,1402.7357,1.6441,86.5822,1.7723,0.9030,87.9200,1.0741
116,2020-09-01,1.1987,1.0000,126.9200,1.5600,9.2900,1420.1200,1.6242,88.1474,1.7727,0.8898,87.4085,1.0865
117,2020-10-01,1.1752,1.0000,123.9800,1.5616,9.1082,1365.0300,1.6319,90.6050,1.7667,0.9072,85.8275,1.0787
118,2020-11-01,1.1698,1.0000,122.0711,1.5572,9.0682,1320.4914,1.6607,92.0676,1.7650,0.9055,86.8410,1.0699
119,2020-12-01,1.1968,1.0000,124.9200,1.5522,9.2774,1326.7200,1.6274,90.7837,1.7010,0.8980,88.1535,1.0836
120,2021-01-01,1.2271,1.0000,126.4900,1.5633,9.5133,1334.5138,1.5896,91.4666,1.7086,0.8990,89.6206,1.0802
121,2021-02-01,1.2084,1.0000,126.7700,1.5474,9.3687,1351.2100,1.5831,91.6248,1.6844,0.8820,88.3450,1.0816
122,2021-03-01,1.2053,1.0000,128.6300,1.5274,9.3498,1352.8000,1.5570,89.3155,1.6629,0.8656,88.6665,1.1014
123,2021-04-01,1.1746,1.0000,130.0300,1.4787,9.1346,1328.3600,1.5500,89.5944,1.6806,0.8519,86.2275,1.1099
124,2021-05-01,1.2082,1.0000,131.4437,1.4826,9.3787,1340.6919,1.5525,90.4819,1.6661,0.8661,89.4795,1.0981
125,2021-06-01,1.2225,1.0000,134.0500,1.4708,9.4853,1355.3900,1.5793,89.9113,1.6837,0.8629,89.1155,1.0986
126,2021-07-01,1.1884,1.0000,132.4200,1.4698,9.2273,1345.8600,1.5836,86.6085,1.6965,0.8603,88.5590,1.0985
127,2021-08-01,1.1891,1.0000,130.6073,1.4830,9.2472,1367.2061,1.6110,86.7100,1.6983,0.8521,88.4424,1.0804
128,2021-09-01,1.1817,1.0000,130.3500,1.4879,9.1907,1369.2500,1.6088,86.3373,1.6776,0.8586,86.3480,1.0845
129,2021-10-01,1.1600,1.0000,128.9700,1.4698,9.0304,1371.3200,1.5985,84.7187,1.6751,0.8565,85.9750,1.0791
130,2021-11-01,1.1578,1.0000,132.1900,1.4325,9.0108,1363.8800,1.5400,82.2438,1.6097,0.8457,86.7275,1.0562
131,2021-12-01,1.1314,1.0000,128.2700,1.4433,8.8154,1330.5300,1.5849,83.6246,1.6548,0.8500,84.7485,1.0427
132,2016-01-01,1.0926,1.0000,131.6249,1.5156,8.4679,1281.2682,1.4980,79.7842,1.5936,0.7377,72.5311,1.0822
133,2016-02-01,1.0884,1.0000,131.9900,1.5253,8.4688,1310.4300,1.5377,82.9655,1.6820,0.7610,73.9100,1.1096
134,2016-03-01,1.0872,1.0000,122.9400,1.4699,8.4539,1340.0600,1.5196,80.2270,1.6475,0.7780,73.7700,1.0860
135,2016-04-01,1.1432,1.0000,128.0700,1.4894,8.8652,1315.7800,1.4884,77.5430,1.6518,0.7989,75.8528,1.0946
136,2016-05-01,1.1347,1.0000,122.6502,1.4271,8.8024,1291.3913,1.4891,73.4592,1.6308,0.7798,75.4854,1.0971
137,2016-06-01,1.1174,1.0000,122.0700,1.4586,8.6818,1331.5300,1.5370,74.7806,1.6373,0.7736,75.3780,1.1055
138,2016-07-01,1.1135,1.0000,114.2900,1.4390,8.6393,1275.7600,1.4884,71.3087,1.5508,0.8383,74.9698,1.0835
139,2016-08-01,1.1164,1.0000,114.2800,1.4587,8.6623,1236.2100,1.4751,73.8736,1.5545,0.8454,74.4640,1.0807
140,2016-09-01,1.1146,1.0000,115.5900,1.4634,8.6463,1250.3500,1.4801,72.8322,1.5357,0.8405,74.6330,1.0978
141,2016-10-01,1.1217,1.0000,113.7861,1.4693,8.6992,1232.5418,1.4651,70.9382,1.5455,0.8621,75.0232,1.0886
142,2016-11-01,1.1025,1.0000,115.5700,1.4730,8.5504,1258.4400,1.4341,69.3698,1.5342,0.9017,73.5425,1.0823
143,2016-12-01,1.0627,1.0000,121.3900,1.4240,8.2422,1241.6400,1.4378,67.7700,1.5008,0.8410,72.6370,1.0764
144,2022-01-01,1.1326,1.0000,130.3249,1.4488,8.8322,1342.6918,1.5607,84.0795,1.6554,0.8399,84.4482,1.0372
145,2022-02-01,1.1260,1.0000,129.1200,1.4299,8.7779,1353.6100,1.5868,86.3238,1.7032,0.8350,84.1970,1.0374
146,2022-03-01,1.1162,1.0000,128.1500,1.4158,8.7234,1342.6000,1.5365,117.2010,1.6484,0.8329,84.5015,1.0247
147,2022-04-01,1.1052,1.0000,135.3500,1.3805,8.6596,1345.6100,1.4696,92.2052,1.5911,0.8415,83.9847,1.0217
148,2022-05-01,1.0536,1.0000,137.0466,1.3423,8.2692,1329.7073,1.4692,82.2794,1.6168,0.8389,80.6562,1.0233
149,2022-06-01,1.0712,1.0000,138.6800,1.3536,8.4057,1331.4400,1.4861,65.8502,1.6442,0.8516,83.0510,1.0305
150,2022-07-01,1.0425,1.0000,141.0500,1.3492,8.1801,1352.5800,1.5382,56.0527,1.6929,0.8665,82.3747,1.0027
151,2022-08-01,1.0233,1.0000,135.3800,1.3076,8.0329,1333.3000,1.4535,63.4964,1.6160,0.8370,80.9335,0.9717
152,2022-09-01,1.0004,1.0000,139.3400,1.3169,7.8511,1353.6900,1.4651,60.2611,1.6389,0.8647,79.6195,0.9802
153,2022-10-01,0.9537,1.0000,138.0374,1.3072,7.4731,1363.9697,1.4668,52.7379,1.6692,0.8643,77.1694,0.9310
154,2022-11-01,0.9901,1.0000,146.5446,1.3465,7.7723,1401.8119,1.5446,60.8911,1.6931,0.8614,81.7327,0.9901
155,2022-12-01,1.0526,1.0000,142.9579,1.4105,8.1895,1373.1789,1.5474,64.4211,1.6526,0.8632,85.4421,0.9895
156,2010-01-15,1.4374,1.0000,130.7600,1.4752,11.1536,1614.2900,1.5547,42.5015,1.9497,0.8810,65.7000,1.4756
157,2010-02-15,1.3607,1.0000,122.4200,1.4253,10.5736,1572.9600,1.5304,41.1370,1.9510,0.8676,63.0340,1.4661
158,2010-03-15,1.3705,1.0000,124.3000,1.3972,10.6338,1555.3800,1.5022,40.2696,1.9567,0.9105,62.4850,1.4527
159,2010-04-15,1.3544,1.0000,126.1800,1.3536,10.5119,1500.1800,1.4513,39.3300,1.8972,0.8773,60.1920,1.4343
160,2010-05-15,1.1844,1.0000,125.7161,1.5609,9.1792,1320.3158,1.6261,35.6459,1.7710,0.9246,87.0966,1.0764
161,2010-06-15,1.2258,1.0000,111.7700,1.2629,9.5500,1505.7700,1.4301,38.4800,1.7668,0.8320,57.0310,1.3998
162,2010-07-15,1.2828,1.0000,113.1100,1.3201,9.9669,1543.1400,1.4504,39.1644,1.7703,0.8357,59.7960,1.3420
163,2010-08-15,1.2821,1.0000,110.3828,1.3335,9.9654,1517.5605,1.4228,39.1984,1.7967,0.8203,59.5621,1.3445
164,2010-09-15,1.2989,1.0000,111.0400,1.3335,10.0888,1506.0000,1.3863,40.1000,1.7753,0.8355,60.2050,1.3019
165,2010-10-15,1.4089,1.0000,114.2800,1.4165,10.9300,1564.6400,1.4142,42.5650,1.8565,0.8775,62.1320,1.3423
166,2010-11-15,1.3626,1.0000,113.3100,1.3749,10.5636,1547.2200,1.3822,42.1962,1.7601,0.8479,61.5420,1.3428
167,2010-12-15,1.3360,1.0000,111.8800,1.3440,10.3878,1541.5300,1.3436,40.9375,1.7861,0.8529,60.5640,1.2826
